id,email,name,description,phone,url,website,logo_url,hero_url,video_vimeo,video_youtube,location,address,city,state,zip,country,created_at,jobs_count,approval_notes,approved_employer,industry_sector,relationship_to_the_vector_institute
544d64d4-417f-4c64-b7fb-52e673bea5ba,careers@agnostiq.ai,Agnostiq,"<p></p><p>Agnostiq develops software tools that make quantum and high performance computing resources more accessible to enterprises and developers. Along with its algorithmic research, Agnostiq is developing <a target=""_blank"" href=""https://agnostiq.ai/covalent/"" rel=""noopener noreferrer nofollow"">Covalent</a>, an open source workflow orchestration platform designed to help users manage and execute tasks on heterogeneous compute resources.<br></p><p></p>",,https://talenthub.vectorinstitute.ai/employers/396269-agnostiq,https://agnostiq.ai,https://talenthub.vectorinstitute.ai/uploads/employer/logo/396269/Agnostiq_SM_DisplayPhotoBlack_400x400_2_.jpg,,,https://www.youtube.com/@agnostiq2702/featured,"Toronto, ON, Canada",,Toronto,Ontario,,Canada,2020-02-19 14:23:12 UTC,0,,Yes,Technology (Information and Media),Startup
2e6ad9ee-7773-4225-9151-d264e7cfeb94,ai4ph@test.ca,AI4PH,,,https://talenthub.vectorinstitute.ai/employers/1517719-ai4ph,https://ai4ph-hrtp.ca/,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,https://talenthub.vectorinstitute.ai/uploads/employer/hero/1517719/Logo-Lime.png,,,,,,,,,2022-10-31 16:47:20 UTC,0,,Yes,Public Administration (i.e Gov't),Canadian Federal Government
e71252d0-6126-4e81-9556-68d29bd155dc,talent.sourcing@aircanada.ca,Air Canada,,,https://talenthub.vectorinstitute.ai/employers/1977001-air-canada,https://careers.aircanada.com/,https://talenthub.vectorinstitute.ai/uploads/employer/logo/1977001/Capture.PNG,,,,"Saint-Laurent, Montreal, QC, Canada",7373 Blvd. Cote-Vertu Ouest,Sainte-Anne-des-Lacs,Quebec,H4S 1Z3,Canada,2023-05-24 11:36:06 UTC,0,Air Canada already has a Talent Hub employer account.,No,Transportation,Gold Industry Sponsor
d5b6e0e4-d334-41f4-87f3-fe4810966f9c,info@aircanada.ca,Air Canada,"<p><strong>Sector:</strong> Aviation</p>
<p><strong>Positions Available</strong>: Full-Time, Internships</p>
<p><strong>Types of Open Positions Available:</strong> Data Architect, Data Engineer, Data</p>
<p>Scientist, Machine Learning Engineer, Software Engineer</p>
<p><strong>Programs Preferred: </strong>Applied Computing, Computer Science, Data Science,</p>
<p>Electrical & Computer Engineering, Statistics</p>
<p><strong>Description of AI at Air Canada:</strong></p>
<p>Air Canada is the flag carrier and the largest airline of Canada by fleet size and</p>
<p>passengers carried. The airline, founded in 1937, provides scheduled and charter</p>
<p>air transport for passengers and cargo to 207 destinations worldwide. It is a</p>
<p>founding member of the Star Alliance.</p>
<p>Air Canada’s ambition is to become Canada’s AI employer of choice within three</p>
<p>years, and within five years, Air Canada plans to leverage AI throughout the</p>
<p>organization to ensure competitive advantage within the global airline industry.</p>
<p>As a starting point, Air Canada has formed an AI Centre of Expertise (CoE),</p>
<p>comprised of business leaders, data scientists, and data engineers who</p>
<p>collaborate closely with universities and researchers. This will help Air Canada</p>
<p>deliver on their strategic roadmap and become one of the most proactive and</p>
<p>ambitious adopters of AI in Canada. Along with introducing AI Labs across the</p>
<p>company, part of the CoE’s role is to introduce new ways of thinking about</p>
<p>traditional problems</p>",,https://talenthub.vectorinstitute.ai/employers/298804-air-canada,https://careers.aircanada.com/,https://talenthub.vectorinstitute.ai/uploads/employer/logo/298804/Air_Canada_PNG.PNG,,,,,,,,,,2019-10-09 15:44:15 UTC,0,,Yes,Transportation,Gold Industry Sponsor
b17f3aaa-2c84-4845-888b-b55ad17845af,keyana@aisight.ca,aiSight Inc.,<p></p>,,https://talenthub.vectorinstitute.ai/employers/642993-aisight-inc,,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,,,,,,2020-12-09 21:46:12 UTC,0,They are a Canadian based startup (their team is from the Kingston area).,Yes,Technology (Information and Media),Startup
efb36cb1-1ebe-4a1d-af87-c35788ec93fa,marylin@aixel.com,AIXEL Inc.,,,https://talenthub.vectorinstitute.ai/employers/835523-aixel-inc,,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,,,,,,2021-06-23 14:51:58 UTC,0,Startup based in Waterloo. Under 10 employees on Linkedin,Yes,Technology (Information and Media),Startup
6addfed1-3313-44b3-a3e2-32cd60df94e0,mikey@akasha.im,Akasha Imaging,"<p>Akasha Imaging is an early stage (stealth) start-up, backed by top VCs.  We're leveraging advances in imaging and deep learning to create computer vision systems that can robustly handle all types of materials in any environment with unmatched accuracy - enabling robots to see better.  Our vision systems are being developed for use in the factories of leading manufacturers around the world. Join us in developing the most advanced robotic vision systems and make computer vision ubiquitous!<br></p>
<p>Akasha Imaging is proud to be an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.</p>
<p> We provide competitive salary and equity, medical, dental, vision, and AD&D and life insurance, 401(k) plan, a flexible vacation policy and company holidays, and healthy meals and snacks.</p>",408-420-5941,https://talenthub.vectorinstitute.ai/employers/643602-akasha-imaging,https://www.akasha.im/,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,https://talenthub.vectorinstitute.ai/uploads/employer/hero/643602/akasha_logo_2.png,,,"Palo Alto, CA and Waterloo, ONT",,Palo Alto,California,,United States,2020-12-10 14:46:43 UTC,0,"They are a startup (16 employees on Linkedin), with a presence in Waterloo, as well as California and Zurich.",Yes,Technology (Information and Media),Startup
8bdfb51d-2185-45a9-8590-1917b4da5713,sam@alexsei.com,Alexsei,"<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""><br></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow"">
<h3>Alexsei - Legal Memos. On Demand.</h3>
</a><p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow""></a></p>
<p><a href=""https://www.alexsei.com/"" rel=""noopener noreferrer nofollow"">www.alexsei.com</a> <em>Alexsei's</em> advanced artificial intelligence platform delivers affordable and high-quality answers to legal questions in memorandum format.</p>",,https://talenthub.vectorinstitute.ai/employers/713284-alexsei,https://www.alexsei.com,https://talenthub.vectorinstitute.ai/uploads/employer/logo/713284/logoAlexseiSquarre.png,,,,"Ontario, Canada",,,Ontario,,Canada,2021-03-01 15:00:43 UTC,0,Part of the Startup/SME campaign March 1,Yes,Technology (Information and Media),Startup
53d617f6-737d-4e7e-95b5-9edb447c44c8,hello@altaml.com,AltaML,"<p>We help business leaders understand how applied artificial intelligence can redefine competitive advantage and develop powerful software applications that create efficiencies, mitigate risk and drive revenue. Our methodology has been refined over 100s of use cases across industries and addresses the key challenges at each stage of the project cycle. Projects are gated after the experiment stage with only the most successful models moving forward.<br><br>AltaML is committed to using AI for good, across everything that we do. Socially responsible development of AI informs our approaches for models and solutions. Our processes and techniques include strategies for bias mitigation and we constantly seek opportunities to engage with the wider community to contribute our perspectives to policy development.</p>",,https://talenthub.vectorinstitute.ai/employers/959205-altaml,http://www.altaml.com,https://talenthub.vectorinstitute.ai/uploads/employer/logo/959205/20-07-14_AltaML_icon_RGB__1_.jpg,https://talenthub.vectorinstitute.ai/uploads/employer/hero/959205/unnamed__1_.jpg,,,,,,,,,2021-10-26 20:20:23 UTC,0,,Yes,Technology (Information and Media),SME Organization
80201dea-a39d-4171-ab9d-3a9569da03c5,alyssa@altislabs.com,Altis Labs,"<p>Altis Labs is a medical information company based in Toronto. We are building a web-based software platform to help improve patient outcomes and accelerate cancer research via deep learning based imaging biomarkers. Our team of leading data scientists, technologists, and clinical experts is dedicated to transforming cancer care by collaborating with academic institutions and industry partners.</p>",14168899662,https://talenthub.vectorinstitute.ai/employers/543133-altis-labs,http://altislabs.com,https://talenthub.vectorinstitute.ai/uploads/employer/logo/543133/Untitled-14.jpg,https://talenthub.vectorinstitute.ai/uploads/employer/hero/543133/Untitled-14.jpg,,,,100 College St,,,,,2020-07-08 14:56:05 UTC,0,,Yes,Health,Startup
b4249467-8a03-4f87-890d-9f4483b2c6b1,peterg@amgen.com,Amgen,"<p>Amgen is one of the world’s leading biotechnology companies. Amgen is deeply rooted in science and innovation to transform new ideas and discoveries into medicines for patients with serious illnesses.</p>
<p>Amgen is committed to unlocking the potential of biology for patients suffering from serious illnesses by discovering, developing, manufacturing and delivering innovative human therapeutics. This approach begins by using tools like advanced human multi-omits to unravel the complexities of disease and understand the fundamentals of human biology.   Heaps of data are generated to that purpose all requiring advanced data analytics, i.e statistical and physical modeling.</p>",8054322746,https://talenthub.vectorinstitute.ai/employers/657519-amgen,http://www.amgen.com,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,One Amgen Center Drive,,,,,2021-01-05 22:16:22 UTC,0,Large multinational Biotech firm based in the USA.,No,Health,Not Affiliated
e37e6795-ea95-4b30-8448-c5532ee42d22,andersenlabvb@gmail.com,Andersen,,,https://talenthub.vectorinstitute.ai/employers/1480814-andersen,,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,,,,,,2022-10-11 09:18:03 UTC,0,not found the details associated with the email id,No,,Not Affiliated
7b5b0591-7272-49bd-a651-9a055365470b,adam.renkosinski@vectorinstitute.ai,Anonymous Employer,<p></p>,,https://talenthub.vectorinstitute.ai/employers/715213-anonymous-employer,,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,,,,,,2021-03-03 18:25:43 UTC,0,Testing,No,Education,Not Affiliated
64921057-7cdf-44be-8287-8ec696035621,info@antlertech.ca,Antler Technologies & Start-Up Studio Corp,"<p>ANTLER Technologies & Start-Up Studio Corp. (ANTLER) is a Toronto/Markham-based high-tech company that focuses on elevating marginalized operations in small, medium and enterprise industries. ANTLER deploys mission-critical operation processes into a cyber-physical space to hyper automate redundancies, exposing misalignment in operations, regulation non-compliance, inefficient workflow processes, time spent on low-value work and gaps in green initiatives. ANTLER's platforms provide a solution that will elevate the customer's strategy in becoming Net-Zero, Customer Experience (CX) driven and operationally hyper-efficient across their operation's value chain. </p>
<p>ANTLER's R&D platform comprises industrial-grade hardware, IIOT, Natural Language Processing, Augmented Reality, Virtual Reality, Low or No-Code Cloud-Native and edge computing, machine learning and enterprise blockchain.</p>",18882685374,https://talenthub.vectorinstitute.ai/employers/1038648-antler-technologies-start-up-studio-corp,http://www.antlertech.ca,https://talenthub.vectorinstitute.ai/uploads/employer/logo/1038648/Antler_Logo_.png,,,,"Markham, ON, Canada",147 Denison St,Markham,Ontario,,Canada,2022-01-13 09:41:31 UTC,0,"Small SME based in Markham, ON",Yes,Technology (Information and Media),SME Organization
a66552ac-e2a4-4163-a900-b3ce1aae13d8,apo2885@outlook.com,apo2882,,,https://talenthub.vectorinstitute.ai/employers/2218887-apo2882,,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,,,,,,,,,,2023-08-15 04:44:25 UTC,0,,No,,Not Affiliated
5b0b8ca2-2da4-40b5-b968-6a3bb0dde299,david.horachek@arbelosinteractive.com,arbelos interactive,<p>Videogame Software Engineering</p>,,https://talenthub.vectorinstitute.ai/employers/1380964-arbelos-interactive,http://www.arbelosinteractive.com,https://talenthub.vectorinstitute.ai/assets/main/employer/fallback/default-fa2f9950be6d195ce129d791e68531fbaf632949d1549f523363dbe7944dfaea.png,https://talenthub.vectorinstitute.ai/uploads/employer/hero/1380964/logo.jpg,,,"Hamilton, Ontario, Canada","115 King Street East, Third Floor",Hamilton,Ontario,,Canada,2022-08-19 15:01:33 UTC,0,,Yes,Technology (Product Development),Not Affiliated
254715d3-827d-4497-a507-e801591deeb5,rahm@armilla.ai,Armilla AI,"<p>Armilla’s fit-for-purpose responsible AI Governance platform creates algorithmic accountability that enables efficient and ethical decisions with transparency. The platform reduces the complexity and increases the efficiency of the AI lifecycle from development, deployment, testing to monitoring in production. Our solution allows model developers, testers and validators to collaborate with business experts and executives with continuous testing, integration, and monitoring to improve efficiency and responsible use of AI by many folds.</p>",,https://talenthub.vectorinstitute.ai/employers/813357-armilla-ai,http://armilla.ai,https://talenthub.vectorinstitute.ai/uploads/employer/logo/813357/Armilla_veritcal_color.png,,,,"Toronto, ON, Canada",,Toronto,Ontario,,Canada,2021-05-27 02:15:49 UTC,0,Small Startup: 2-10 employees listed. Based in Toronto.,Yes,Software,Startup
9fb64a11-292a-4e4e-80cb-bc2477d31e20,dclarkson@armilla.ai,Armilla AI,"<p></p>
<p><strong>Armilla's Story</strong></p>
<p>Artificial Intelligence. Machine Learning. Data Science. Our client 
are entering a new era of technology, driven by automated decisioning 
systems. These are unchartered waters as we create technology that can 
unlock tremendous value for our society and we need to do so with 
responsibility, accountability and transparency in mind. We are a tech 
company that is founded on the belief that to deliver the promises of 
AI, we need to <strong>enable</strong> the development of <strong>Good AI.</strong> Where an enterprise can be confident that their AI systems are robust, trustworthy and accountable to their purpose.</p>
<p><strong>What We Do</strong></p>
<p>Armilla’s fit-for-purpose responsible AI Governance platform creates 
algorithmic accountability that enables efficient and ethical decisions 
with transparency. The platform reduces the complexity and increases the
 efficiency of the AI lifecycle from development, deployment, testing to
 monitoring in production. The Armilla solution allows model developers,
 testers and validators to collaborate with business experts and 
executives with continuous testing, integration, and monitoring to 
improve efficiency and responsible use of AI by many folds.</p>
<p><strong>The Opportunity</strong></p>
<p>If you are passionate about the creation of ethical and accountable 
technology, this is a unique opportunity to help turn safe, responsible 
AI into a reality. We are looking for an extremely driven <strong>senior python developer </strong>to join the founding technical team and take ownership in building out our platform.</p>
<p><strong>Requirements:</strong></p>
<ul>
 <li>Develop robust and scalable platforms for AI validation and governance</li>
 <li>Closely collaborate with AI developers and researchers to translate innovation into enterprise software</li>
 <li>Document and communicate design decisions and API descriptions effectively</li>
 <li>Proactively look for new ideas and research/learn better technologies to advance the company’s mission</li>
 <li>Must be able to take ownership of work to build excellent products</li>
 <li>Work experience in highly-regulated industry (e.g. financial institutions) is a nice-to-have</li>
</ul>
<p><strong>Qualifications and Skills:</strong></p>
<ul>
 <li>3+ years of software development experience in Python and it’s ecosystems (including Django, Python scientific libraries, etc)</li>
 <li>3+ years of experience related to infrastructure engineering (AWS/GCP/Azure, and on-prem solutions like OpenShift)</li>
 <li>Recent experience in building microservices and containerized applications and management (Kubernetes, Docker, Helm)</li>
 <li>Experience with CI/CD tools such as Jenkins, GitLab</li>
 <li>Solid foundation in Computer Science concepts, foundational algorithms, design patterns and common architectures</li>
 <li>Must demonstrate experience with sql/no-sql databases (Postgres, mariadb, etc.)</li>
 <li>Industry experience in developing robust, scalable, and maintainable software</li>
 <li>Familiar with cloud, big-data, and microservice architectures</li>
 <li>Willingness to work on AI/Machine Learning products (no experience in AI is needed, but a nice-to-have)</li>
 <li>Experience with developing in other languages is a plus</li>
</ul>
<p>This is a full-time position located in Toronto, ON and is 
temporarily remote. In early 2022, we expect to be transitioning 
employees into our offices in the downtown core 2-3 days per week, for 
creative collaboration, high value team dynamics, sharing and learning.</p>
<p>Armilla is a highly-inclusive company. This opportunity invites any 
qualifying candidate to join a well-funded startup as part of the 
technical founding team and build products that ensure responsible, 
ethical, and efficient governance of AI.</p>",4167097210,https://talenthub.vectorinstitute.ai/employers/845229-armilla-ai,https://www.armilla.ai/,https://talenthub.vectorinstitute.ai/uploads/employer/logo/845229/1606151645488.jpg,,,,"Toronto, ON, Canada",,Toronto,Ontario,,Canada,2021-07-05 19:50:48 UTC,0,Startup with 6 employees on Linkedin. Toronto based.,Yes,Technology (Information and Media),Startup
